Kód okresu,Kód obce,Názov okresu,Názov obce,Pohlavie,Ekonomické vekové skupiny,abs.
SK0415,SK0415520578,Okres Medzilaborce,Oľka,muž,poproduktívny vek (65 a viac rokov),33
SK0415,SK0415520578,Okres Medzilaborce,Oľka,žena,predproduktívny vek (0-14 rokov),10
SK0415,SK0415520578,Okres Medzilaborce,Oľka,žena,produktívny vek (15-64 rokov),64
SK0415,SK0415520578,Okres Medzilaborce,Oľka,žena,poproduktívny vek (65 a viac rokov),45
SK0415,SK0415520586,Okres Medzilaborce,Oľšinkov,muž,produktívny vek (15-64 rokov),7
SK0415,SK0415520586,Okres Medzilaborce,Oľšinkov,muž,poproduktívny vek (65 a viac rokov),3
SK0415,SK0415520586,Okres Medzilaborce,Oľšinkov,žena,produktívny vek (15-64 rokov),3
SK0415,SK0415520586,Okres Medzilaborce,Oľšinkov,žena,poproduktívny vek (65 a viac rokov),7
SK0415,SK0415520616,Okres Medzilaborce,Palota,muž,predproduktívny vek (0-14 rokov),26
SK0415,SK0415520616,Okres Medzilaborce,Palota,muž,produktívny vek (15-64 rokov),58
SK0415,SK0415520616,Okres Medzilaborce,Palota,muž,poproduktívny vek (65 a viac rokov),16
SK0415,SK0415520616,Okres Medzilaborce,Palota,žena,predproduktívny vek (0-14 rokov),25
SK0415,SK0415520616,Okres Medzilaborce,Palota,žena,produktívny vek (15-64 rokov),49
SK0415,SK0415520616,Okres Medzilaborce,Palota,žena,poproduktívny vek (65 a viac rokov),19
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,muž,predproduktívny vek (0-14 rokov),30
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,muž,produktívny vek (15-64 rokov),204
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,muž,poproduktívny vek (65 a viac rokov),32
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,žena,predproduktívny vek (0-14 rokov),40
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,žena,produktívny vek (15-64 rokov),165
SK0415,SK0415520691,Okres Medzilaborce,Radvaň nad Laborcom,žena,poproduktívny vek (65 a viac rokov),55
SK0415,SK0415520705,Okres Medzilaborce,Repejov,muž,predproduktívny vek (0-14 rokov),10
SK0415,SK0415520705,Okres Medzilaborce,Repejov,muž,produktívny vek (15-64 rokov),41
SK0415,SK0415520705,Okres Medzilaborce,Repejov,muž,poproduktívny vek (65 a viac rokov),15
SK0415,SK0415520705,Okres Medzilaborce,Repejov,žena,predproduktívny vek (0-14 rokov),2
SK0415,SK0415520705,Okres Medzilaborce,Repejov,žena,produktívny vek (15-64 rokov),30
SK0415,SK0415520705,Okres Medzilaborce,Repejov,žena,poproduktívny vek (65 a viac rokov),21
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,muž,predproduktívny vek (0-14 rokov),6
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,muž,produktívny vek (15-64 rokov),56
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,muž,poproduktívny vek (65 a viac rokov),4
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,žena,predproduktívny vek (0-14 rokov),3
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,žena,produktívny vek (15-64 rokov),48
SK0415,SK0415520713,Okres Medzilaborce,Roškovce,žena,poproduktívny vek (65 a viac rokov),24
SK0415,SK0415520853,Okres Medzilaborce,Sukov,muž,predproduktívny vek (0-14 rokov),18
SK0415,SK0415520853,Okres Medzilaborce,Sukov,muž,produktívny vek (15-64 rokov),53
SK0415,SK0415520853,Okres Medzilaborce,Sukov,muž,poproduktívny vek (65 a viac rokov),8
SK0415,SK0415520853,Okres Medzilaborce,Sukov,žena,predproduktívny vek (0-14 rokov),18
SK0415,SK0415520853,Okres Medzilaborce,Sukov,žena,produktívny vek (15-64 rokov),42
SK0415,SK0415520853,Okres Medzilaborce,Sukov,žena,poproduktívny vek (65 a viac rokov),14
SK0415,SK0415520861,Okres Medzilaborce,Svetlice,muž,predproduktívny vek (0-14 rokov),4
SK0415,SK0415520861,Okres Medzilaborce,Svetlice,muž,produktívny vek (15-64 rokov),25
SK0415,SK0415520861,Okres Medzilaborce,Svetlice,muž,poproduktívny vek (65 a viac rokov),14
SK0415,SK0415520861,Okres Medzilaborce,Svetlice,žena,produktívny vek (15-64 rokov),21
SK0415,SK0415520861,Okres Medzilaborce,Svetlice,žena,poproduktívny vek (65 a viac rokov),25
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,muž,predproduktívny vek (0-14 rokov),1
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,muž,produktívny vek (15-64 rokov),20
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,muž,poproduktívny vek (65 a viac rokov),5
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,žena,predproduktívny vek (0-14 rokov),3
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,žena,produktívny vek (15-64 rokov),9
SK0415,SK0415520951,Okres Medzilaborce,Valentovce,žena,poproduktívny vek (65 a viac rokov),4
SK0415,SK0415520993,Okres Medzilaborce,Volica,muž,predproduktívny vek (0-14 rokov),14
SK0415,SK0415520993,Okres Medzilaborce,Volica,muž,produktívny vek (15-64 rokov),94
SK0415,SK0415520993,Okres Medzilaborce,Volica,muž,poproduktívny vek (65 a viac rokov),27
SK0415,SK0415520993,Okres Medzilaborce,Volica,žena,predproduktívny vek (0-14 rokov),15
SK0415,SK0415520993,Okres Medzilaborce,Volica,žena,produktívny vek (15-64 rokov),76
SK0415,SK0415520993,Okres Medzilaborce,Volica,žena,poproduktívny vek (65 a viac rokov),38
SK0415,SK0415521001,Okres Medzilaborce,Výrava,muž,predproduktívny vek (0-14 rokov),19
SK0415,SK0415521001,Okres Medzilaborce,Výrava,muž,produktívny vek (15-64 rokov),69
SK0415,SK0415521001,Okres Medzilaborce,Výrava,muž,poproduktívny vek (65 a viac rokov),15
SK0415,SK0415521001,Okres Medzilaborce,Výrava,žena,predproduktívny vek (0-14 rokov),12
SK0415,SK0415521001,Okres Medzilaborce,Výrava,žena,produktívny vek (15-64 rokov),56
SK0415,SK0415521001,Okres Medzilaborce,Výrava,žena,poproduktívny vek (65 a viac rokov),18
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,muž,predproduktívny vek (0-14 rokov),7
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,muž,produktívny vek (15-64 rokov),64
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,muž,poproduktívny vek (65 a viac rokov),13
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,žena,predproduktívny vek (0-14 rokov),5
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,žena,produktívny vek (15-64 rokov),39
SK0415,SK0415521060,Okres Medzilaborce,Zbojné,žena,poproduktívny vek (65 a viac rokov),34
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,muž,predproduktívny vek (0-14 rokov),9
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,muž,produktívny vek (15-64 rokov),37
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,muž,poproduktívny vek (65 a viac rokov),12
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,žena,predproduktívny vek (0-14 rokov),12
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,žena,produktívny vek (15-64 rokov),24
SK0415,SK0415521078,Okres Medzilaborce,Zbudská Belá,žena,poproduktívny vek (65 a viac rokov),22
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,muž,predproduktívny vek (0-14 rokov),5
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,muž,produktívny vek (15-64 rokov),62
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,muž,poproduktívny vek (65 a viac rokov),15
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,žena,predproduktívny vek (0-14 rokov),7
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,žena,produktívny vek (15-64 rokov),47
SK0415,SK0415559610,Okres Medzilaborce,Rokytovce,žena,poproduktívny vek (65 a viac rokov),25
SK0416,SK0416523381,Okres Poprad,Poprad,muž,predproduktívny vek (0-14 rokov),3633
SK0416,SK0416523381,Okres Poprad,Poprad,muž,produktívny vek (15-64 rokov),16585
SK0416,SK0416523381,Okres Poprad,Poprad,muž,poproduktívny vek (65 a viac rokov),3593
SK0416,SK0416523381,Okres Poprad,Poprad,žena,predproduktívny vek (0-14 rokov),3545
SK0416,SK0416523381,Okres Poprad,Poprad,žena,produktívny vek (15-64 rokov),17180
SK0416,SK0416523381,Okres Poprad,Poprad,žena,poproduktívny vek (65 a viac rokov),5319
SK0416,SK0416523402,Okres Poprad,Batizovce,muž,predproduktívny vek (0-14 rokov),247
SK0416,SK0416523402,Okres Poprad,Batizovce,muž,produktívny vek (15-64 rokov),815
SK0416,SK0416523402,Okres Poprad,Batizovce,muž,poproduktívny vek (65 a viac rokov),134
SK0416,SK0416523402,Okres Poprad,Batizovce,žena,predproduktívny vek (0-14 rokov),284
SK0416,SK0416523402,Okres Poprad,Batizovce,žena,produktívny vek (15-64 rokov),791
SK0416,SK0416523402,Okres Poprad,Batizovce,žena,poproduktívny vek (65 a viac rokov),186
SK0416,SK0416523437,Okres Poprad,Gánovce,muž,predproduktívny vek (0-14 rokov),132
SK0416,SK0416523437,Okres Poprad,Gánovce,muž,produktívny vek (15-64 rokov),484
SK0416,SK0416523437,Okres Poprad,Gánovce,muž,poproduktívny vek (65 a viac rokov),92
SK0416,SK0416523437,Okres Poprad,Gánovce,žena,predproduktívny vek (0-14 rokov),122
SK0416,SK0416523437,Okres Poprad,Gánovce,žena,produktívny vek (15-64 rokov),465
SK0416,SK0416523437,Okres Poprad,Gánovce,žena,poproduktívny vek (65 a viac rokov),109
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),muž,predproduktívny vek (0-14 rokov),77
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),muž,produktívny vek (15-64 rokov),293
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),muž,poproduktívny vek (65 a viac rokov),54
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),žena,predproduktívny vek (0-14 rokov),74
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),žena,produktívny vek (15-64 rokov),266
SK0416,SK0416523445,Okres Poprad,Gerlachov (Okres Poprad),žena,poproduktívny vek (65 a viac rokov),71
SK0416,SK0416523488,Okres Poprad,Hôrka,muž,predproduktívny vek (0-14 rokov),209
SK0416,SK0416523488,Okres Poprad,Hôrka,muž,produktívny vek (15-64 rokov),763
SK0416,SK0416523488,Okres Poprad,Hôrka,muž,poproduktívny vek (65 a viac rokov),114
SK0416,SK0416523488,Okres Poprad,Hôrka,žena,predproduktívny vek (0-14 rokov),196
SK0416,SK0416523488,Okres Poprad,Hôrka,žena,produktívny vek (15-64 rokov),681
SK0416,SK0416523488,Okres Poprad,Hôrka,žena,poproduktívny vek (65 a viac rokov),145
SK0416,SK0416523496,Okres Poprad,Hozelec,muž,predproduktívny vek (0-14 rokov),59
SK0416,SK0416523496,Okres Poprad,Hozelec,muž,produktívny vek (15-64 rokov),266
SK0416,SK0416523496,Okres Poprad,Hozelec,muž,poproduktívny vek (65 a viac rokov),58
SK0416,SK0416523496,Okres Poprad,Hozelec,žena,predproduktívny vek (0-14 rokov),63
SK0416,SK0416523496,Okres Poprad,Hozelec,žena,produktívny vek (15-64 rokov),252
SK0416,SK0416523496,Okres Poprad,Hozelec,žena,poproduktívny vek (65 a viac rokov),68
SK0416,SK0416523518,Okres Poprad,Hranovnica,muž,predproduktívny vek (0-14 rokov),434
SK0416,SK0416523518,Okres Poprad,Hranovnica,muž,produktívny vek (15-64 rokov),1058
SK0416,SK0416523518,Okres Poprad,Hranovnica,muž,poproduktívny vek (65 a viac rokov),128
SK0416,SK0416523518,Okres Poprad,Hranovnica,žena,predproduktívny vek (0-14 rokov),400
SK0416,SK0416523518,Okres Poprad,Hranovnica,žena,produktívny vek (15-64 rokov),979
SK0416,SK0416523518,Okres Poprad,Hranovnica,žena,poproduktívny vek (65 a viac rokov),168
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),muž,predproduktívny vek (0-14 rokov),259
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),muž,produktívny vek (15-64 rokov),525
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),muž,poproduktívny vek (65 a viac rokov),61
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),žena,predproduktívny vek (0-14 rokov),259
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),žena,produktívny vek (15-64 rokov),468
SK0416,SK0416523542,Okres Poprad,Jánovce (Okres Poprad),žena,poproduktívny vek (65 a viac rokov),75
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),muž,predproduktívny vek (0-14 rokov),73
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),muž,produktívny vek (15-64 rokov),325
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),muž,poproduktívny vek (65 a viac rokov),54
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),žena,predproduktívny vek (0-14 rokov),82
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),žena,produktívny vek (15-64 rokov),283
SK0416,SK0416523593,Okres Poprad,Kravany (Okres Poprad),žena,poproduktívny vek (65 a viac rokov),80
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,muž,predproduktívny vek (0-14 rokov),278
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,muž,produktívny vek (15-64 rokov),814
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,muž,poproduktívny vek (65 a viac rokov),100
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,žena,predproduktívny vek (0-14 rokov),247
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,žena,produktívny vek (15-64 rokov),782
SK0416,SK0416523631,Okres Poprad,Liptovská Teplička,žena,poproduktívny vek (65 a viac rokov),184
SK0416,SK0416523658,Okres Poprad,Lučivná,muž,predproduktívny vek (0-14 rokov),78
SK0416,SK0416523658,Okres Poprad,Lučivná,muž,produktívny vek (15-64 rokov),339
SK0416,SK0416523658,Okres Poprad,Lučivná,muž,poproduktívny vek (65 a viac rokov),52
SK0416,SK0416523658,Okres Poprad,Lučivná,žena,predproduktívny vek (0-14 rokov),73
SK0416,SK0416523658,Okres Poprad,Lučivná,žena,produktívny vek (15-64 rokov),319
SK0416,SK0416523658,Okres Poprad,Lučivná,žena,poproduktívny vek (65 a viac rokov),80
SK0416,SK0416523721,Okres Poprad,Mengusovce,muž,predproduktívny vek (0-14 rokov),79
SK0416,SK0416523721,Okres Poprad,Mengusovce,muž,produktívny vek (15-64 rokov),218
SK0416,SK0416523721,Okres Poprad,Mengusovce,muž,poproduktívny vek (65 a viac rokov),40
SK0416,SK0416523721,Okres Poprad,Mengusovce,žena,predproduktívny vek (0-14 rokov),75
SK0416,SK0416523721,Okres Poprad,Mengusovce,žena,produktívny vek (15-64 rokov),219
SK0416,SK0416523721,Okres Poprad,Mengusovce,žena,poproduktívny vek (65 a viac rokov),54
SK0416,SK0416523747,Okres Poprad,Mlynica,muž,predproduktívny vek (0-14 rokov),66
SK0416,SK0416523747,Okres Poprad,Mlynica,muž,produktívny vek (15-64 rokov),221
SK0416,SK0416523747,Okres Poprad,Mlynica,muž,poproduktívny vek (65 a viac rokov),25
SK0416,SK0416523747,Okres Poprad,Mlynica,žena,predproduktívny vek (0-14 rokov),57
SK0416,SK0416523747,Okres Poprad,Mlynica,žena,produktívny vek (15-64 rokov),220
SK0416,SK0416523747,Okres Poprad,Mlynica,žena,poproduktívny vek (65 a viac rokov),38
SK0416,SK0416523763,Okres Poprad,Nová Lesná,muž,predproduktívny vek (0-14 rokov),126
SK0416,SK0416523763,Okres Poprad,Nová Lesná,muž,produktívny vek (15-64 rokov),567
SK0416,SK0416523763,Okres Poprad,Nová Lesná,muž,poproduktívny vek (65 a viac rokov),130
SK0416,SK0416523763,Okres Poprad,Nová Lesná,žena,predproduktívny vek (0-14 rokov),149
SK0416,SK0416523763,Okres Poprad,Nová Lesná,žena,produktívny vek (15-64 rokov),538
SK0416,SK0416523763,Okres Poprad,Nová Lesná,žena,poproduktívny vek (65 a viac rokov),147
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,muž,predproduktívny vek (0-14 rokov),183
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,muž,produktívny vek (15-64 rokov),775
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,muž,poproduktívny vek (65 a viac rokov),166
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,žena,predproduktívny vek (0-14 rokov),176
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,žena,produktívny vek (15-64 rokov),743
SK0416,SK0416523844,Okres Poprad,Spišská Teplica,žena,poproduktívny vek (65 a viac rokov),210
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,muž,predproduktívny vek (0-14 rokov),220
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,muž,produktívny vek (15-64 rokov),907
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,muž,poproduktívny vek (65 a viac rokov),139
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,žena,predproduktívny vek (0-14 rokov),216
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,žena,produktívny vek (15-64 rokov),800
SK0416,SK0416523852,Okres Poprad,Spišské Bystré,žena,poproduktívny vek (65 a viac rokov),197
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,muž,predproduktívny vek (0-14 rokov),411
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,muž,produktívny vek (15-64 rokov),860
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,muž,poproduktívny vek (65 a viac rokov),114
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,žena,predproduktívny vek (0-14 rokov),372
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,žena,produktívny vek (15-64 rokov),794
SK0416,SK0416523879,Okres Poprad,Spišský Štiavnik,žena,poproduktívny vek (65 a viac rokov),147
SK0416,SK0416523925,Okres Poprad,Svit,muž,predproduktívny vek (0-14 rokov),586
SK0416,SK0416523925,Okres Poprad,Svit,muž,produktívny vek (15-64 rokov),2459
SK0416,SK0416523925,Okres Poprad,Svit,muž,poproduktívny vek (65 a viac rokov),653
SK0416,SK0416523925,Okres Poprad,Svit,žena,predproduktívny vek (0-14 rokov),572
SK0416,SK0416523925,Okres Poprad,Svit,žena,produktívny vek (15-64 rokov),2474
SK0416,SK0416523925,Okres Poprad,Svit,žena,poproduktívny vek (65 a viac rokov),999
SK0416,SK0416523933,Okres Poprad,Štrba,muž,predproduktívny vek (0-14 rokov),229
SK0416,SK0416523933,Okres Poprad,Štrba,muž,produktívny vek (15-64 rokov),1144
SK0416,SK0416523933,Okres Poprad,Štrba,muž,poproduktívny vek (65 a viac rokov),296
SK0416,SK0416523933,Okres Poprad,Štrba,žena,predproduktívny vek (0-14 rokov),221
SK0416,SK0416523933,Okres Poprad,Štrba,žena,produktívny vek (15-64 rokov),1085
SK0416,SK0416523933,Okres Poprad,Štrba,žena,poproduktívny vek (65 a viac rokov),440
SK0416,SK0416523950,Okres Poprad,Švábovce,muž,predproduktívny vek (0-14 rokov),172
SK0416,SK0416523950,Okres Poprad,Švábovce,muž,produktívny vek (15-64 rokov),519
SK0416,SK0416523950,Okres Poprad,Švábovce,muž,poproduktívny vek (65 a viac rokov),69
SK0416,SK0416523950,Okres Poprad,Švábovce,žena,predproduktívny vek (0-14 rokov),219
SK0416,SK0416523950,Okres Poprad,Švábovce,žena,produktívny vek (15-64 rokov),530
SK0416,SK0416523950,Okres Poprad,Švábovce,žena,poproduktívny vek (65 a viac rokov),80
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,muž,predproduktívny vek (0-14 rokov),151
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,muž,produktívny vek (15-64 rokov),508
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,muž,poproduktívny vek (65 a viac rokov),72
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,žena,predproduktívny vek (0-14 rokov),159
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,žena,produktívny vek (15-64 rokov),494
SK0416,SK0416524018,Okres Poprad,Veľký Slavkov,žena,poproduktívny vek (65 a viac rokov),93
SK0416,SK0416524026,Okres Poprad,Vernár,muž,predproduktívny vek (0-14 rokov),52
SK0416,SK0416524026,Okres Poprad,Vernár,muž,produktívny vek (15-64 rokov),199
SK0416,SK0416524026,Okres Poprad,Vernár,muž,poproduktívny vek (65 a viac rokov),38
SK0416,SK0416524026,Okres Poprad,Vernár,žena,predproduktívny vek (0-14 rokov),36
SK0416,SK0416524026,Okres Poprad,Vernár,žena,produktívny vek (15-64 rokov),185
SK0416,SK0416524026,Okres Poprad,Vernár,žena,poproduktívny vek (65 a viac rokov),62
SK0416,SK0416524034,Okres Poprad,Vikartovce,muž,predproduktívny vek (0-14 rokov),175
SK0416,SK0416524034,Okres Poprad,Vikartovce,muž,produktívny vek (15-64 rokov),662
SK0416,SK0416524034,Okres Poprad,Vikartovce,muž,poproduktívny vek (65 a viac rokov),86
SK0416,SK0416524034,Okres Poprad,Vikartovce,žena,predproduktívny vek (0-14 rokov),155
SK0416,SK0416524034,Okres Poprad,Vikartovce,žena,produktívny vek (15-64 rokov),635
SK0416,SK0416524034,Okres Poprad,Vikartovce,žena,poproduktívny vek (65 a viac rokov),143
SK0416,SK0416524093,Okres Poprad,Vydrník,muž,predproduktívny vek (0-14 rokov),207
SK0416,SK0416524093,Okres Poprad,Vydrník,muž,produktívny vek (15-64 rokov),419
SK0416,SK0416524093,Okres Poprad,Vydrník,muž,poproduktívny vek (65 a viac rokov),48
SK0416,SK0416524093,Okres Poprad,Vydrník,žena,predproduktívny vek (0-14 rokov),165
SK0416,SK0416524093,Okres Poprad,Vydrník,žena,produktívny vek (15-64 rokov),382
SK0416,SK0416524093,Okres Poprad,Vydrník,žena,poproduktívny vek (65 a viac rokov),67
SK0416,SK0416524107,Okres Poprad,Šuňava,muž,predproduktívny vek (0-14 rokov),170
SK0416,SK0416524107,Okres Poprad,Šuňava,muž,produktívny vek (15-64 rokov),686
SK0416,SK0416524107,Okres Poprad,Šuňava,muž,poproduktívny vek (65 a viac rokov),120
SK0416,SK0416524107,Okres Poprad,Šuňava,žena,predproduktívny vek (0-14 rokov),175
SK0416,SK0416524107,Okres Poprad,Šuňava,žena,produktívny vek (15-64 rokov),617
SK0416,SK0416524107,Okres Poprad,Šuňava,žena,poproduktívny vek (65 a viac rokov),189
SK0416,SK0416524131,Okres Poprad,Ždiar,muž,predproduktívny vek (0-14 rokov),110
SK0416,SK0416524131,Okres Poprad,Ždiar,muž,produktívny vek (15-64 rokov),487
SK0416,SK0416524131,Okres Poprad,Ždiar,muž,poproduktívny vek (65 a viac rokov),87
SK0416,SK0416524131,Okres Poprad,Ždiar,žena,predproduktívny vek (0-14 rokov),107
SK0416,SK0416524131,Okres Poprad,Ždiar,žena,produktívny vek (15-64 rokov),436
SK0416,SK0416524131,Okres Poprad,Ždiar,žena,poproduktívny vek (65 a viac rokov),147
SK0416,SK0416559890,Okres Poprad,Štôla,muž,predproduktívny vek (0-14 rokov),40
SK0416,SK0416559890,Okres Poprad,Štôla,muž,produktívny vek (15-64 rokov),184
SK0416,SK0416559890,Okres Poprad,Štôla,muž,poproduktívny vek (65 a viac rokov),40
SK0416,SK0416559890,Okres Poprad,Štôla,žena,predproduktívny vek (0-14 rokov),30
SK0416,SK0416559890,Okres Poprad,Štôla,žena,produktívny vek (15-64 rokov),160
SK0416,SK0416559890,Okres Poprad,Štôla,žena,poproduktívny vek (65 a viac rokov),60
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,muž,predproduktívny vek (0-14 rokov),236
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,muž,produktívny vek (15-64 rokov),1271
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,muž,poproduktívny vek (65 a viac rokov),347
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,žena,predproduktívny vek (0-14 rokov),223
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,žena,produktívny vek (15-64 rokov),1224
SK0416,SK0416560103,Okres Poprad,Vysoké Tatry,žena,poproduktívny vek (65 a viac rokov),600
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,muž,predproduktívny vek (0-14 rokov),9
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,muž,produktívny vek (15-64 rokov),70
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,muž,poproduktívny vek (65 a viac rokov),16
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,žena,predproduktívny vek (0-14 rokov),7
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,žena,produktívny vek (15-64 rokov),58
SK0416,SK0416580368,Okres Poprad,Tatranská Javorina,žena,poproduktívny vek (65 a viac rokov),17
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),muž,predproduktívny vek (0-14 rokov),66
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),muž,produktívny vek (15-64 rokov),231
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),muž,poproduktívny vek (65 a viac rokov),62
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),žena,predproduktívny vek (0-14 rokov),51
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),žena,produktívny vek (15-64 rokov),238
SK0417,SK0417518522,Okres Prešov,Haniska (Okres Prešov),žena,poproduktívny vek (65 a viac rokov),91
SK0417,SK0417518590,Okres Prešov,Ľubotice,muž,predproduktívny vek (0-14 rokov),322
SK0417,SK0417518590,Okres Prešov,Ľubotice,muž,produktívny vek (15-64 rokov),1240
SK0417,SK0417518590,Okres Prešov,Ľubotice,muž,poproduktívny vek (65 a viac rokov),225
SK0417,SK0417518590,Okres Prešov,Ľubotice,žena,predproduktívny vek (0-14 rokov),325
SK0417,SK0417518590,Okres Prešov,Ľubotice,žena,produktívny vek (15-64 rokov),1226
SK0417,SK0417518590,Okres Prešov,Ľubotice,žena,poproduktívny vek (65 a viac rokov),300
SK0417,SK0417524140,Okres Prešov,Prešov,muž,predproduktívny vek (0-14 rokov),6265
SK0417,SK0417524140,Okres Prešov,Prešov,muž,produktívny vek (15-64 rokov),28373
SK0417,SK0417524140,Okres Prešov,Prešov,muž,poproduktívny vek (65 a viac rokov),6006
SK0417,SK0417524140,Okres Prešov,Prešov,žena,predproduktívny vek (0-14 rokov),5951
SK0417,SK0417524140,Okres Prešov,Prešov,žena,produktívny vek (15-64 rokov),28733
SK0417,SK0417524140,Okres Prešov,Prešov,žena,poproduktívny vek (65 a viac rokov),9496
SK0417,SK0417524158,Okres Prešov,Abranovce,muž,predproduktívny vek (0-14 rokov),80
SK0417,SK0417524158,Okres Prešov,Abranovce,muž,produktívny vek (15-64 rokov),236
SK0417,SK0417524158,Okres Prešov,Abranovce,muž,poproduktívny vek (65 a viac rokov),24
SK0417,SK0417524158,Okres Prešov,Abranovce,žena,predproduktívny vek (0-14 rokov),89
SK0417,SK0417524158,Okres Prešov,Abranovce,žena,produktívny vek (15-64 rokov),214
SK0417,SK0417524158,Okres Prešov,Abranovce,žena,poproduktívny vek (65 a viac rokov),47
SK0417,SK0417524174,Okres Prešov,Bajerov,muž,predproduktívny vek (0-14 rokov),24
SK0417,SK0417524174,Okres Prešov,Bajerov,muž,produktívny vek (15-64 rokov),163
