Zoznam kandidátov na starostu obce,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Politický subjekt,Poznámka
7,Prešovský kraj,701,Bardejov,701,Bardejov,519341,Kobyly,2,Beáta,Ľalíková,,50,SZČO,SME RODINA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519341,Kobyly,3,Jozef,Šoltys,Ing.,62,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519359,Kochanovce,1,Jana,Lazoriková,Ing.,36,starostka,"Hlas - sociálna demokracia, KDH, SMER - SD",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519367,Komárov,1,Jozef,Bednár,Ing.,44,starosta obce,"Hlas - sociálna demokracia, SMER - SD, SME RODINA",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519375,Koprivnica,1,Ľuboš,Chudík,Mgr.,40,realitný maklér,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519375,Koprivnica,2,Jakub,Kočiš,Mgr.,32,obchodný manažér,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519375,Koprivnica,3,Peter,Krupa,Ing.,54,stavebný inžinier,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519383,Kožany,1,Miroslava,Martičeková,,36,cukrárka,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519383,Kožany,2,Zuzana,Tvardzíková,,30,nezamestnaná,KDH,X
7,Prešovský kraj,701,Bardejov,701,Bardejov,519405,Krivé,1,Ján,Steranka,,59,starosta obce,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519413,Kríže,1,Oľga,Dutková,,62,starostka,"SNS, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519421,Kružlov,1,Jaroslav,Drotár,PhDr.,60,manažér,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519421,Kružlov,2,Jozef,Kmec,"Ing.,PhD.",43,starosta obce,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519430,Kučín,1,Katarína,Malíková,,42,živnostníčka,SNS,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519456,Kurima,1,Anna,Humeníková,Mgr.,61,ekonómka,SME RODINA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519456,Kurima,2,Jozef,Škvarek,Mgr.,53,obchodný manager,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519456,Kurima,3,Róbert,Vujčík,,49,remeselník,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519464,Kurov,1,Stanislav,Jendrej,,34,profesionálny vojak OS SR,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519472,Lascov,1,Patrik,Čipčovský,,40,žeriavnik,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519472,Lascov,2,Vladimír,Kostár,,59,starosta obce,SNS,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519472,Lascov,3,Monika,Marcinková,Bc.,47,riaditeľka organizácie,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519472,Lascov,4,Vladimír,Šoltys,,36,SZČO,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519481,Lenartov,1,Jana,Bľandová,"Ing., MBA",57,starostka,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519481,Lenartov,2,Martin,Jajko,,39,vedúci technik,"Hlas - sociálna demokracia, SNS",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519499,Lipová,1,Dušan,Čura,,61,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519502,Livov,1,Lenka,Nalepová,Ing.,38,administratívna pracovníčka,SNS,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519502,Livov,2,Jaroslav,Stracenský,,60,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519511,Livovská Huta,1,Helena,Frandoferová,,57,starostka,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519511,Livovská Huta,2,Miloš,Šveda,,32,živnostník,SMER - SD,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519529,Lopúchov,1,Andrej,Demský,,25,operátor výroby,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519529,Lopúchov,2,Imrich,Sralik,,46,SZČO,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519545,Lukavica,1,Andrej,Kotuľa,,40,starosta,"Hlas - sociálna demokracia, SME RODINA",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519553,Lukov,1,Jana,Jankivová,Ing.,34,administratívna pracovníčka,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519570,Malcov,1,Andrea,Lazorová,Ing.,45,štátna zamestnankyňa,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519570,Malcov,2,Ivan,Lövinger,,57,SZČO,Progresívne Slovensko,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519588,Marhaň,1,Jana,Kalhousová,Mgr,37,ošetrovateľka,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519588,Marhaň,2,Jozef,Kuziak,,67,starosta,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519588,Marhaň,3,Jaroslava,Plavčanová,Mgr,56,učiteľka,REPUBLIKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519600,Mikulášová,1,Peter,Rusiňák,,62,starosta obce,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519618,Mokroluh,1,Marián,Beňa,,46,starosta obce,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519626,Nemcovce,1,Anna,Kakalcová,,54,starostka obce,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519634,Nižná Polianka,1,Ján,Cundra,Mgr.,42,starosta obce,"SZÖVETSÉG - ALIANCIA, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519642,Nižná Voľa,1,Marcel,Kaščák,Ing.,38,starosta,"Hlas - sociálna demokracia, SMER - SD, SNS",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519669,Nižný Tvarožec,1,Vladimír,Boháč,,39,tesár,NK/NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519669,Nižný Tvarožec,2,Dana,Karnišová,Bc.,53,starostka obce,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519669,Nižný Tvarožec,3,Patrícia,Kyselová,,29,kuchárka,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519677,Oľšavce,1,Slavomír,Havír,,58,starosta obce,"Hlas - sociálna demokracia, SMER - SD",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519685,Ondavka,1,Lucia,Vasilega,,32,starostka,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519693,Ortuťová,1,Ján,Čisár,Ing.,40,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519693,Ortuťová,2,Samuel,Marušin,,26,podnikateľ,SMER - SD,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519707,Osikov,1,Jozef,Kvokačka,"Ing., PhD.",57,starosta,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519715,Petrová,1,Michal,Fedorš,,68,dôchodca,SME RODINA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519715,Petrová,2,Anna,Hrúzová,Bc.,52,starostka obce,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519723,Poliakovce,1,Marek,Lipták,,41,živnostník,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519723,Poliakovce,2,Ján,Pisárik,Ing.,67,dôchodca,SME RODINA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519723,Poliakovce,3,Jaroslav,Tvardzik,Ing.,60,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519731,Porúbka,1,Martina,Stašová,Mgr.,44,starostka,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519936,Raslavice,1,Adrián,Rychvalský,Ing.,51,štátny zamestnanec,"DS, KDH",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519740,Regetovka,1,Dárius,Kuruc,,34,starosta,SMER - SD,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519758,Rešov,1,Branislav,Adamišin,,29,vodič,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519758,Rešov,2,Melánia,Mattová,,39,administratívna pracovníčka,"Hlas - sociálna demokracia, SMER - SD, SNS",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519766,Richvald,1,Stanislav,Hankovský,,53,konateľ,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519766,Richvald,2,Viera,Pangrácová,,36,špecialistka služieb zákazníkom,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519774,Rokytov,1,Eva,Miševová,,57,účtovníčka,DOBRÁ VOĽBA a Umiernení,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519774,Rokytov,2,Ľubomír,Pangrác-Piter,Mgr.,52,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519782,Smilno,1,Vladimír,Baran,Bc.,52,starosta,SOM Slovensko,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519791,Snakov,1,Ján,Bijalko,Ing.,55,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519791,Snakov,2,Marián,Leškanič,Mgr.,46,príslušník policajného zboru,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519791,Snakov,3,Stanislav,Piľar,,58,stavbyvedúci,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519804,Stebnícka Huta,1,Gabriel,Šiba,Mgr.,36,starosta,"SMER - SD, Hlas - sociálna demokracia, SME RODINA",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519812,Stebník,1,Milena,Hrubiznová,,48,výsluhová dôchodkyňa,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519812,Stebník,2,Štefan,Kučečka,,59,vedúci údržby,SMER - SD,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519812,Stebník,3,Slavomír,Mlynár,,42,starosta,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519821,Stuľany,1,Hedviga,Billá,Mgr.,43,starostka,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519839,Sveržov,1,Jozef,Beňa,,56,SZČO,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519839,Sveržov,2,Pavol,Ceľuch,,60,starosta,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519847,Šarišské Čierne,1,Andrej,Buvalič,Mgr.,59,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519847,Šarišské Čierne,2,Peter,Kuzmišín,Ing.,46,riaditeľ,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519847,Šarišské Čierne,3,Peter,Živčák,"PhDr., Mgr., LL.M., MPH.",54,nezamestnaný,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519855,Šašová,1,Juraj,Bučko,Ing.,58,SZČO,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519855,Šašová,2,Jozef,Vargovčík,,66,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519863,Šiba,1,Peter,Lenárt,,44,starosta,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519871,Tarnov,1,Anna,Kuľková,,59,starostka,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519871,Tarnov,2,Jozef,Zubrik,Ing.,55,regionálny manažér,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519880,Tročany,1,Matúš,Stavar,Ing.,35,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,518964,Vaniškovce,1,František,Bednár,Mgr.,29,učiteľ,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,518964,Vaniškovce,2,Marcel,Kvokačka,,50,starosta,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519901,Varadka,1,Andrej,Kurimský,,41,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519901,Varadka,2,Ľuboš,Sivák,,36,zvárač,OĽANO-NOVA-KÚ-ZMENA ZDOLA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519901,Varadka,3,Rastislav,Šivák,,33,nezamestnaný,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519910,Vyšná Polianka,1,Matúš,Bilas,,28,SZČO,SMER - SD,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519910,Vyšná Polianka,2,Ľuboš,Špik,,48,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519928,Vyšná Voľa,1,Ján,Evin,Ing.,69,starosta obce,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519928,Vyšná Voľa,2,Mária,Kmecová,,55,administratívna pracovníčka,Hlas - sociálna demokracia,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519928,Vyšná Voľa,3,Lukáš,Sabovik,,38,vedúci betonárne,SNS,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519944,Vyšný Kručov,1,Emília,Novotná,,57,starostka,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519952,Vyšný Tvarožec,1,Jozef,Balaščák,,53,starosta obce,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519961,Zborov,1,Ivica,Clementová,Mgr.,59,učiteľka,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519961,Zborov,2,Peter,Čarný,,42,tesár,REPUBLIKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519961,Zborov,3,Beáta,Štafuriková,Mgr.,49,odborná pracovníčka,NEKA,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519961,Zborov,4,Ján,Šurkala,"Mgr., PhD.",32,starosta,KDH,
7,Prešovský kraj,701,Bardejov,701,Bardejov,519961,Zborov,5,Michal,Veselovský,,43,SZČO,"SME RODINA, Hlas - sociálna demokracia",
7,Prešovský kraj,701,Bardejov,701,Bardejov,519979,Zlaté,1,Adriana,Popjaková,,46,starostka,"Hlas - sociálna demokracia, SNS",
7,Prešovský kraj,702,Humenné,702,Humenné,520012,Adidovce,1,Štefan,Gajdoš,,60,hasič,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520012,Adidovce,2,Lenka,Hudáková,Mgr.,35,referentka,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520021,Baškovce,1,Marek,Cholp,,43,vedúci pracovnej čaty,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520021,Baškovce,2,Pavol,Tamáš,Ing.,56,starosta,"KDH, ZA ĽUDÍ",
7,Prešovský kraj,702,Humenné,702,Humenné,520055,Brekov,1,Ondrej,Bartko,Mgr.,48,sociálny pracovník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520055,Brekov,2,Peter,Mihaľko,Ing.,58,manažér,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520055,Brekov,3,Radoslav,Nemec,Ing.,49,starosta obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520055,Brekov,4,Slávka,Straková,Ing.,50,štátna zamestnankyňa,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520063,Brestov,1,Zdenko,Fabini,,45,obchodný zástupca,SPOLU,
7,Prešovský kraj,702,Humenné,702,Humenné,520063,Brestov,2,Ľudmila,Nováková,,59,starostka,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520110,Černina,1,Silvia,Žinčáková,Bc.,41,starostka,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520152,Dedačov,1,Peter,Pichoňský,Ing.,49,vedúci lesnej správy,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,559644,Gruzovce,1,Martin,Petík,BBA.,46,starosta,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520195,Hankovce,1,Jozef,Micančin,,46,referent špecialista,SME RODINA,
7,Prešovský kraj,702,Humenné,702,Humenné,520195,Hankovce,2,Pavol,Petrovčin,,55,živnostník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520195,Hankovce,3,Tibor,Smetanka,Ing.,30,vývojový inžinier,SaS,
7,Prešovský kraj,702,Humenné,702,Humenné,520195,Hankovce,4,Ľudmila,Veľasová,Ing.,60,starostka,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,559598,Hažín nad Cirochou,1,Jozef,Babjak,Ing.,41,inžinier rozvoja dodávateľov,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,559598,Hažín nad Cirochou,2,Július,Buček,JUDr.,47,starosta,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520225,Hrabovec nad Laborcom,1,Monika,Delejová,,50,opatrovateľka,Hnutie ONÁS,
7,Prešovský kraj,702,Humenné,702,Humenné,520225,Hrabovec nad Laborcom,2,Anton,Kulan,Ing.,65,starosta,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,520233,Hrubov,1,Štefan,Trusák,,62,starosta,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520241,Hudcovce,1,Martina,Bodnárová,Ing.,53,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520241,Hudcovce,2,Jozef,Kopčo,Ing.,47,živnostník,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,1,Daniel,Barnišin,,42,policajt,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,2,Ľubica,Burešová,Mgr.,61,riaditeľka odboru,SME RODINA,
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,3,Ľubomír,Gergeľ,,50,podnikateľ,"SRDCE - SNJ - sv, NaS - ns",
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,4,Miloš,Meričko,"PhDr., Ing.",48,primátor mesta,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,5,Slavomír,Novák,Ing.,56,vedúci odboru správy majetku,"SPOLU, SaS, ODS - Občianski demokrati Slovenska, OĽANO-NOVA-KÚ-ZMENA ZDOLA, ŠANCA, Progresívne Slovensko, OKS, DS, Zmena zdola, DÚ",
7,Prešovský kraj,702,Humenné,702,Humenné,520004,Humenné,6,Stanislav,Onderišin,Ing.,53,učiteľ,"SMER - SD, ŽIVOT, SNS",
7,Prešovský kraj,702,Humenné,702,Humenné,520268,Chlmec,1,Cyril,Hirjak,,60,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520268,Chlmec,2,Jozef,Porochnavý,,42,vedúci skladu,SMER - SD,
7,Prešovský kraj,702,Humenné,702,Humenné,520276,Jabloň,1,Marek,Horvát,,46,štátny zamestnanec,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520276,Jabloň,2,Michal,Kocka,,65,"dôchodca,živnostník",OĽANO-NOVA-KÚ-ZMENA ZDOLA,
7,Prešovský kraj,702,Humenné,702,Humenné,520276,Jabloň,3,Vladimír,Koscelník,,74,starosta obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520276,Jabloň,4,František,Sitarčík,Ing.,57,projektant,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,520292,Jankovce,1,Lenka,Valigová,Ing.,34,ekonomická referentka,SMER - SD,
7,Prešovský kraj,702,Humenné,702,Humenné,520292,Jankovce,2,Jaroslav,Vasiľ,Ing.,57,starosta obce,"SNS, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,559547,Jasenov,1,Róbert,Haburaj,Ing.,47,živnostník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,559547,Jasenov,2,Lucia,Sukeľová,Ing.,45,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520331,Kamenica nad Cirochou,1,Monika,Hamaďaková,Ing.,54,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520331,Kamenica nad Cirochou,2,Daniel,Orendáč,,39,stavebný robotník - elektrikár,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520331,Kamenica nad Cirochou,3,Marián,Vojtko,Ing.,65,súdny znalec,"SNS, SMER - SD, Hlas - sociálna demokracia, REPUBLIKA, SME RODINA, ŽIVOT",
7,Prešovský kraj,702,Humenné,702,Humenné,520349,Kamienka,1,Benjamín,Blaha,Ing.,62,starosta obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520349,Kamienka,2,Daniela,Kurillová,Bc.,52,hlavná radkyňa,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520349,Kamienka,3,Jozef,Sojčák,Ing.,51,štátny zamestnanec,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520357,Karná,1,Anton,Hodor,,51,starosta,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520357,Karná,2,Róbert,Žak,,45,robotník,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520373,Kochanovce,1,Katarína,Lászlóová,,54,starostka,"Hlas - sociálna demokracia, SNS, SME RODINA, KDH",
7,Prešovský kraj,702,Humenné,702,Humenné,528803,Košarovce,1,Peter,Čokota,,37,starosta obce,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520403,Koškovce,1,Vladimír,Babič,Ing.,59,starosta obce,SMER - SD,
7,Prešovský kraj,702,Humenné,702,Humenné,520403,Koškovce,2,Marcel,Ciklaminy,Mgr.,45,hasič,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520403,Koškovce,3,Lucia,Jenčíková,,44,kancelársky a manipulačný zamestnanec,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,582140,Lackovce,1,Ľuboslava,Hofericová,Ing.,57,starostka,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,582140,Lackovce,2,Matúš,Majický,Mgr.,43,živnostník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520446,Lieskovec,1,Ľubomír,Popčák,,47,hasič,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520446,Lieskovec,2,Marta,Salanciová,,60,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520454,Ľubiša,1,Patrik,Hudák,Ing.,33,predajca nových vozidiel,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520454,Ľubiša,2,Daniel,Ontkóc,,54,konateľ,SME RODINA,
7,Prešovský kraj,702,Humenné,702,Humenné,520454,Ľubiša,3,Jozef,Sklenčár,,62,starosta,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,1,Lenka,Harvanová,,38,administratívna pracovníčka,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,2,Martin,Hoľko,Mgr.,38,koordinátor dobrovoľníkov na Slovensku,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,3,Martin,Meričko,Ing.,33,starosta,"Zmena zdola, DÚ",
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,4,Zuzana,Meričková,Ing.,35,nezamestnaná,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,5,Martin,Sabol,Ing.,52,vedúci odboru,SME RODINA,
7,Prešovský kraj,702,Humenné,702,Humenné,520462,Lukačovce,6,Jozef,Turik,,51,živnostník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,559652,Maškovce,1,Miroslav,Jaroš,Ing.,40,technik,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,559652,Maškovce,2,Peter,Sirý,,37,údržbár,"Hlas - sociálna demokracia, SMER - SD",
7,Prešovský kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,1,Lukáš,Grajcár,,36,profesionálny vodič,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,2,Ondrej,Milčo,"Ing., Mgr.",50,starosta,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,3,Alena,Savkaničová,,34,podnikateľka,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,4,Tomáš,Zvalčák,Ing.,34,samostatne hospodáriaci roľník,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520501,Myslina,1,Pavol,Jevčák,,53,vedúci dopravy,"Hlas - sociálna demokracia, SNS, KDH, SME RODINA",
7,Prešovský kraj,702,Humenné,702,Humenné,520501,Myslina,2,Silvia,Jevčáková,,48,živnostníčka,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520527,Nechválova  Polianka,1,Marián,Max,,42,majster stavebnej firmy,ÚSVIT,X
7,Prešovský kraj,702,Humenné,702,Humenné,520527,Nechválova  Polianka,2,Vladimír,Megela,,62,starosta,SMER - SD,
7,Prešovský kraj,702,Humenné,702,Humenné,520527,Nechválova  Polianka,3,Tibor,Sisák,PhDr.,37,nezamestnaný,"SaS, KDH, ZA ĽUDÍ",
7,Prešovský kraj,702,Humenné,702,Humenné,520535,Nižná Jablonka,1,Martina,Kucerová,,50,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,528897,Nižná Sitnica,1,Stanislav,Rakár,Ing.,59,starosta,"SMER - SD, Hlas - sociálna demokracia",
7,Prešovský kraj,702,Humenné,702,Humenné,520543,Nižné Ladičkovce,1,Daniel,Bobaľa,,29,živnostník,SMER - SD,
7,Prešovský kraj,702,Humenné,702,Humenné,520543,Nižné Ladičkovce,2,Ján,Hudák,Ing.,63,starosta,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520560,Ohradzany,1,Andrea,Kličová,Mgr.,46,starostka obce,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520560,Ohradzany,2,Zdenko,Ščepanik,"JUDr., LL.M.",49,policajný vyšetrovateľ,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,528951,Pakostov,1,Jozef,Fedorko,,57,starosta,Hlas - sociálna demokracia,
7,Prešovský kraj,702,Humenné,702,Humenné,520624,Papín,1,Petra,Ferencová,Bc.,43,nezamestnaná,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520624,Papín,2,Milan,Horodník,,55,strážnik,NEKA,
7,Prešovský kraj,702,Humenné,702,Humenné,520624,Papín,3,Marek,Hudák,,46,predavač,KDH,
7,Prešovský kraj,702,Humenné,702,Humenné,520624,Papín,4,Katarína,Stoila Janková,Mgr.,32,učiteľka,NEKA,
